mean_elevation (m),mean_slope,mean_precipitation (mm),imperviousness,"flooded (yes =1, no =0)",distance_to_drainage (m)
6.5,8.27,28.46,3,0,523.77
12.18,5.11,28.46,30,0,425.6
10.25,7.01,23.54,11,0,200.04
23.38,10.14,25.7,25,0,464.03
5.5,5.5,28.46,3,0,426.66
7.33,5.43,28.46,9,0,450.99
7.67,5.36,28.46,8,0,475.98
13.2,8,23.54,31,0,418.13
9.5,4.48,25.7,14,0,464.88
3.5,2.72,21.94,27,0,65.09
7,7.19,25.7,4,0,12.68
9,5.22,25.7,6,0,11.68
7.56,4.93,25.7,20,0,10.47
8.57,4.48,25.7,11,0,91.58
2.29,4.88,31.39,17,0,150.88
1.4,3.56,31.39,74,0,28.84
0.95,3.54,31.39,57,0,19.33
21.76,8.19,31.39,75,0,63.67
7,9.24,18.18,7,0,425.34
9,2.52,21.94,15,0,438.04
6.33,3.51,18.18,10,0,148.52
3.2,3.18,18.18,13,0,254.64
9,2.51,18.18,6,0,283.57
8,6.33,18.18,5,0,297.67
9.5,2.81,18.18,13,0,305.02
7.6,2.36,18.18,12,0,158.76
9.5,3.46,21.94,19,0,398.27
9.75,1.6,21.94,16,0,464.14
10.25,2.47,18.18,7,0,430.93
9.17,2.15,21.94,12,0,436.21
8.5,4.98,18.18,14,0,326.68
10.5,7.16,18.18,6,0,397.01
11,3.69,18.18,14,0,385.21
10,3.71,18.18,49,0,248.8
9,5.81,13.21,4,0,669.97
7.57,4,13.21,18,0,645.37
32.29,6.17,31.39,22,0,627.95
33.35,5.46,31.39,10,0,286.07
9.53,3.22,13.21,75,0,363.03
10.5,3.27,18.18,0,0,121.34
8.75,2.59,18.18,0,0,172.46
9.9,3.32,18.18,26,0,45.13
3,5.73,18.18,0,0,0
8.6,4.2,18.18,6,0,163.31
9,5.47,18.18,9,0,4.54
9.67,3.07,18.18,24,0,295.77
8.43,4.13,18.18,52,0,17.36
4.89,2.98,13.21,0,0,71.88
11.5,4.81,25.7,2,0,576.78
12.11,4.26,25.7,48,0,474.6
13.13,5.04,25.7,23,0,673.22
9.67,3.79,18.18,23,0,406.31
9.33,4.36,25.7,14,0,447.44
14,8.17,25.7,24,0,330.41
6.75,3.3,21.94,12,0,973.51
10.8,10.75,25.7,6,0,105.65
15.25,6.8,25.7,8,0,164.15
17.33,5.22,25.7,5,0,201.73
21,4.37,25.7,2,0,311.05
11,15.07,25.7,4,0,103.05
18.59,8.36,25.7,47,0,145.85
5.8,9.51,25.7,6,0,5.23
11.33,8.92,25.7,10,0,2.52
6.58,6.77,25.7,27,0,33.51
5.67,3.49,25.7,8,0,23.71
6.75,3.62,25.7,13,0,23.43
11,8.08,25.7,6,0,479.57
13,8.96,25.7,4,0,665.26
15.38,5.62,25.7,17,0,611.59
11.35,4.94,25.7,34,0,585.25
19.25,4.55,25.7,7,0,345.1
5.6,5.14,28.46,13,0,98.94
5.33,5.07,28.46,20,0,92.42
7.82,5.55,28.46,17,0,97.83
7.71,3.26,13.21,0,0,194.67
9.83,3.95,13.21,0,0,178.72
7,4.47,13.21,0,0,215.07
6,4.5,13.21,0,0,234.76
8.5,4.95,13.21,0,0,214.5
9.43,4.26,13.21,0,0,219.43
8.44,5.78,13.21,0,0,167.56
9.63,4.4,13.21,0,0,122.78
7.38,4.13,25.7,13,0,15.5
12.25,19.89,13.21,11,0,372.51
4.13,8.76,13.21,39,0,304.65
14.71,6.16,25.7,26,0,513.57
19.89,4.95,25.7,25,0,485.87
25.33,4.61,25.7,1,0,161.78
26.2,4.05,25.7,3,0,195.9
19.83,7.77,25.7,11,0,540.49
7.5,2.68,28.46,15,0,700.96
8.11,2.64,28.46,20,0,686.21
10.63,2.3,13.3,0,0,4.5
17.5,9.97,25.7,16,0,191.36
9,1.77,28.46,6,0,737.55
10,2.87,28.46,4,0,704.18
8.55,2.74,28.46,51,0,516.28
8,3.58,28.46,11,0,724.11
9.36,2.46,28.46,29,0,679.19
8.33,5.1,21.94,6,0,521.36
7.33,3.37,21.94,3,0,482.78
6.8,3.83,21.94,14,0,508.86
6.19,3.53,21.94,80,0,259.67
2.6,6.79,31.39,23,0,34.2
10.4,2.81,28.46,17,0,780.7
6,1.77,25.7,4,0,61.13
6.83,4.03,25.7,17,0,25.23
7.8,4.34,25.7,13,0,152.74
6.8,2.4,25.7,13,0,29.3
6.5,4.35,28.46,26,0,165.11
7.17,4.8,28.46,84,0,182.38
10.2,3.21,28.46,12,0,589.09
9.14,8.57,21.94,17,0,523.81
6.75,2.34,28.46,10,0,746.55
12.64,3.01,22.48,1,0,226.04
11.79,5.5,31.39,16,0,552.71
36,5.23,16.54,0,0,142.17
40.25,3.23,16.54,0,0,9.23
37.5,9.59,16.54,0,0,0
34,10.94,16.54,0,0,50.06
7,9.08,25.7,4,0,38.75
4.46,4.75,31.39,30,0,98.09
4,11.82,31.39,1,0,165.65
4,9.86,31.39,0,0,121.61
5.59,9.24,25.01,15,0,127.21
21,6.35,18.62,5,0,166.33
1,1.62,31.39,2,0,112.35
2,1.28,31.39,1,0,148.93
1,3.67,31.39,2,0,99.25
2,5.78,31.39,2,0,147.96
4.5,11.01,31.39,0,0,151.83
3.92,8.37,31.39,7,0,162.66
5.5,11.47,31.39,0,0,253.07
1.74,2.76,31.39,47,0,103.29
5.1,9.05,31.39,10,0,158.74
4,3.17,31.39,1,0,131.78
14,17.5,31.39,0,0,165.92
18,13.07,31.39,1,0,135.58
11.5,15.5,31.39,2,0,127.14
9.4,11.05,31.39,24,0,107.87
6.95,3.42,24.31,31,0,215.46
7.65,5.74,26.38,65,0,117.69
7.73,3.74,24.31,43,0,16.43
7.93,3.48,24.31,38,0,27.77
8,4.18,24.31,11,0,6.05
8.67,4.43,24.31,24,0,32.09
8.13,4.64,24.31,23,0,10.64
8,3.92,24.31,9,0,227.93
13,13.85,31.39,0,0,673.03
11,8.13,31.39,0,0,722.65
23.91,9.78,31.39,0,0,609.15
19,9.24,25.7,3,0,869.74
32,10.66,16.54,0,0,0
32.93,4.9,16.54,0,0,0.39
25.43,7.07,16.54,0,0,382.13
32,10.66,16.54,0,0,0
33,5.44,16.54,0,0,0
30.75,4.29,16.54,6,0,1.72
30,6.33,16.54,0,0,0
32.53,3.8,16.54,0,0,0
33,4.9,16.54,0,0,0
33.33,7.81,16.54,0,0,0.66
32,6.2,16.54,0,0,0
24.76,5.38,16.54,0,0,0.97
5.75,3.62,28.46,3,0,310
0,0,21.94,0,0,167.41
19,3.51,22.96,3,0,308.03
22.5,6.02,19.3,2,0,324.63
6.86,3.28,28.46,20,0,422.39
8.5,2.95,22.96,0,0,168.4
13,6.83,22.96,4,0,373.74
8,2.82,28.46,5,0,1273.45
7.8,2.38,24.31,10,0,265.43
5.67,4.81,24.31,9,0,339.76
7,2.36,24.31,1,0,171.91
7,4.62,24.31,1,0,171.47
6.67,3.28,24.31,8,0,171.47
7,2.62,24.31,3,0,189.29
5.5,3.18,24.31,3,0,188.95
6.67,3.28,24.31,4,0,188.03
8,3.8,24.31,2,0,159.27
7.2,4.56,24.31,12,0,247.55
5.83,4.09,24.31,14,0,336.83
6.2,4.68,24.31,14,0,323.24
6.33,4.81,24.31,15,0,307.42
7,4.45,24.31,14,0,293.12
7,4.75,24.31,12,0,277.92
7.2,4.35,24.31,12,0,262.66
6.82,5.4,24.31,29,0,262.66
5.86,2.49,24.31,15,0,204.63
7.4,3.21,24.31,10,0,68.93
5.88,4.17,24.31,20,0,338.1
6.29,2.62,24.31,19,0,338.1
6.29,2.62,24.31,20,0,322.77
7,2.64,24.31,19,0,307.94
7,2.64,24.31,20,0,293.37
6.33,3.57,24.31,19,0,278.72
6.33,3.57,24.31,12,0,263.79
13.6,8.99,31.39,0,0,437.29
8.5,4.1,21.98,0,0,116.23
15.5,4.77,31.39,0,0,388.26
22.44,5.89,25.7,106,0,1201.12
6.33,4.23,21.98,0,1,0
22.75,4.16,25.7,5,0,1631.76
809.33,9.01,8.3,0,0,114.36
789.47,20.37,8.3,0,0,26.52
39.72,8.61,20.29,0,0,6.71
848.47,22.88,17.22,0,0,504.73
839.78,14.71,17.22,0,0,706.56
1132.67,5.89,24.49,0,0,563.52
12.08,2.82,25.7,40,0,776.84
38.2,5.98,18.26,0,0,224.04
28,5.9,18.26,8,0,252.1
0.38,5.03,31.39,50,0,19.81
12.13,4.21,28.46,22,0,584.33
9.83,1.94,11.61,18,0,326.25
8.4,2.5,21.94,13,0,257.01
5.33,1.99,17.01,0,0,560.48
11,3.48,25.7,5,0,348.19
8,2.68,28.46,26,0,166.29
8.83,3.69,28.46,10,0,165.07
9.67,4.14,28.46,31,0,246.73
5.2,10.17,16.26,7,0,55.02
6.5,6.59,16.26,16,0,0
10,4.83,28.46,4,0,1130.94
11.43,4.24,27.08,18,0,1116.42
11.5,6.29,28.46,5,0,276.02
10.67,6.64,28.46,9,0,308.86
10,7.73,28.46,14,0,244.99
8.67,4.04,28.46,14,0,170.33
13.68,8.43,28.88,4,1,206.75
17.57,4.5,29.48,2,0,207.56
344.63,29.12,13.61,0,0,161.63
36.33,4.4,16.61,0,0,645.96
10.5,8.02,25.7,10,0,1509.26
10,7.42,25.7,15,0,1452.51
14.2,10.41,25.7,30,0,1409.53
14.5,3.97,13.3,2,0,647.7
17.43,4.29,13.3,7,0,605.87
23.23,5.78,13.3,4,0,347.63
23.86,4.59,25.7,12,0,343.86
2.13,4.86,16.26,67,1,8.12
9.6,5.42,12.58,0,0,8.04
10.2,4.33,12.58,0,0,9.23
10.33,3,12.58,0,0,14.66
9.67,7.47,28.46,8,0,101.97
6.64,4.5,28.46,59,0,47.23
9.5,4.33,20.55,0,0,177.03
12.45,6.58,25.7,33,0,532
11.1,9.57,25.7,82,0,491.64
23.5,7.95,25.7,9,0,633.56
18.75,6.23,25.7,4,0,300.22
32.53,9.72,25.7,39,0,583.32
21.5,10.34,25.7,6,0,614.62
20,9.22,25.7,17,0,341.75
22.25,7.85,25.7,27,0,355.91
19.88,6.67,25.7,54,0,266.71
12.5,8.67,25.7,9,0,521.16
19.48,7.67,25.7,105,0,425.33
47.75,14.12,19.79,9,0,1566.74
9.48,4.04,13.21,18,0,24.78
15,4.8,15.66,0,0,289.5
4,4.58,17,0,0,9.3
3.5,4.06,17,0,0,0
9.12,15.36,13.3,0,0,10.61
24.6,12.75,13.3,11,0,316.2
19,9.25,13.3,3,0,145.87
25.76,10.87,13.3,27,0,43.87
4,3.09,21.94,8,0,146.37
2.67,3.16,21.94,16,0,175.02
6.8,3.64,13.21,4,0,101.98
8.09,4.06,13.21,7,0,207.72
5.54,3.95,13.21,6,0,22.38
36.92,11.19,19.79,7,0,360.21
9.7,2.62,22.48,2,0,65.18
9.25,2.82,22.48,2,0,5.41
9,3.09,22.48,0,0,0
10.5,4.9,22.48,0,0,1.34
11,4.62,22.48,0,0,0
10.33,5.88,22.48,0,0,2.89
11,2.27,22.48,0,0,2.74
9,4.38,22.48,0,1,34.31
10.5,4.05,22.48,0,0,48.14
7.5,6.84,22.48,0,0,26.03
8,7.71,22.48,0,1,13.39
2.5,8.51,22.48,0,0,47.52
0,7.89,22.48,0,0,91.07
9.17,6.42,28.46,15,0,249.18
4.33,4.45,21.94,9,0,344.63
7.33,3.86,21.94,7,0,530.34
15,3.28,26.2,0,0,85.88
16,6.17,26.2,0,0,82.43
15.14,2.77,26.2,0,0,134.44
35.85,7.01,17.39,0,0,0
37,11.32,16.52,0,0,0
41,2.99,16.52,0,0,2.97
38,6.1,15.17,0,0,0
38.82,6.4,15.17,0,0,0
15,4.27,23.24,4,0,485.97
1228.29,9.61,0,0,0,559.19
1208.91,19.47,0,0,0,236.33
1129.14,18.62,0,0,0,140.79
46,8.73,18.26,2,0,258.67
10.13,3.69,18.18,24,0,280.54
16,3.85,19.79,4,0,1766.57
12.44,2.91,22.48,3,0,224.5
0,0,22.48,0,1,208.03
0,0,22.48,0,1,257.46
9.61,2.93,22.48,0,0,63.68
10,3.07,22.48,0,0,4.47
10.32,3.65,22.48,0,0,6.68
8.67,2.15,22.48,6,0,10.43
19.38,3.71,14.06,0,0,908.6
6,3.44,21.94,15,0,136.74
8.5,1.55,21.94,10,0,823.03
5.31,2.46,21.94,31,0,284.59
0.67,2.75,18.18,0,0,9.87
6.43,5.09,18.18,20,0,104.14
1.5,5.07,18.18,2,0,65.34
0,0,21.94,0,0,129.53
1,1.81,18.18,0,0,10.87
0.5,1.55,18.18,0,0,0
0,0.04,20.06,0,0,5.61
0,0,21.94,0,0,5.33
1,1.81,18.18,0,0,8.85
1,1.81,18.18,0,0,0
0.03,0.1,20.06,0,0,5.43
7,2.04,18.18,20,0,422.88
8,2.92,18.18,1,0,574.69
8.8,5.27,18.18,13,0,422.88
10,6.97,18.18,2,0,516.94
6.75,2.5,28.46,23,0,449.6
9,14.88,31.39,25,0,529.6
10.44,4.69,13.3,8,0,52.12
11.5,5,25.7,0,0,371.06
10.67,4.01,25.7,31,0,321.72
8.65,5.25,13.21,11,0,39.77
11.53,3.82,25.7,39,0,836.12
10.75,3.47,27.08,20,0,915.73
5.33,2.18,28.46,6,0,454
4.57,4.69,28.46,40,0,313.02
21.27,7.42,25.7,30,0,526.38
9.33,2.85,28.46,9,0,594.78
9,1.73,28.46,21,0,540.37
8,4.94,25.7,21,0,88.26
6.58,3.75,13.21,26,0,180.78
32.69,10.75,19.79,11,0,118.62
24.64,10.32,31.39,21,0,333.63
18,9.21,25.7,4,0,268.21
17,8.28,25.7,9,0,264.85
13.29,4.02,25.7,14,0,160.57
10.68,2.95,25.7,40,0,265.91
11.75,5.54,25.7,20,0,806.55
14.88,5.94,25.7,45,0,788.31
8.78,3.74,21.94,27,0,3.94
9,7.8,21.94,2,0,0
11,3.18,25.7,17,0,181.71
9,2.03,20.06,48,0,386.2
6.5,2.35,18.18,2,0,388.92
1,1.81,21.94,4,0,0
18.14,8.38,25.7,21,0,1103.88
15.23,4.62,25.7,38,0,1025.22
29.07,5.94,25.7,29,0,394.94
6,6.59,25.7,3,0,199.93
6.67,4.89,25.7,30,0,170.76
11,5.6,19.79,0,0,24.77
11,5.29,18.62,2,0,563.31
9.94,4.48,18.62,45,0,518.79
9.81,5.07,23.54,7,0,398.94
8.59,4.09,28.46,53,0,887.66
7.73,2.14,28.46,28,0,805.98
10.59,3.51,25.7,49,0,528.68
48.38,6.38,17.17,0,0,13.92
7.95,5.7,18.18,51,0,611.69
8.2,6.01,28.46,11,0,413.94
6.4,4.8,28.46,12,0,445.31
45.29,6.29,17.17,0,0,5.57
34,9.33,17.17,0,0,0
49.6,7.44,17.17,0,0,441.8
10.2,4.84,28.46,23,0,6.2
47.62,12.25,17.17,0,0,15.91
11.33,3.3,25.7,14,0,371.3
45.38,5.88,17.17,0,0,3.27
41.58,5.08,17.17,0,0,0
42,4.31,17.17,0,0,0
6.33,4.56,28.46,6,0,459.53
8.43,7.36,28.46,21,0,488.9
9,3.96,28.46,14,0,456.08
7.25,4.54,28.46,17,0,445.7
23.83,4.69,25.7,13,0,453.48
20.25,7.52,25.7,61,0,251.17
20.29,6.54,25.7,21,0,381.84
24.8,10.31,25.7,5,0,668.54
21,7.62,25.7,21,0,620.06
7.33,3.74,28.46,6,0,226.86
9.31,4.29,28.46,39,0,194.21
3.13,5.86,31.39,20,0,226.29
10,3.13,25.7,15,0,456.44
9.83,5.06,25.7,21,0,368.32
0.54,1.89,21.94,18,0,124.8
34.88,8.64,18.26,5,0,134.92
27.93,5.85,18.26,5,0,0
21,5.06,24.31,7,0,900.73
901,32.7,12.25,0,0,12.5
25.5,3.38,26.2,1,0,809.14
29.57,9.01,26.2,5,0,859.08
43.03,8.04,17.72,25,0,0
35,3.34,17.17,0,0,0
34.3,6.07,17.72,0,0,0
20.67,6.09,26.2,1,0,748.1
39.81,4.68,17.17,25,0,17.27
3.25,10.41,14.06,9,0,11.62
-2.5,5.85,14.06,0,0,0
14.33,5.21,14.06,0,0,231.37
23.03,7.63,16.54,0,0,0
13.43,11.34,16.26,40,0,13.64
4.23,4.06,28.46,28,0,794.62
6,6.87,25.7,2,0,64.47
5,4.66,25.7,5,0,33.26
5.2,4.3,25.7,30,0,24.42
17.15,4.77,25.7,18,0,405.99
23.75,8.2,25.7,6,0,291.82
1,5.18,31.39,26,0,17.69
5.33,11.3,31.39,6,0,60.39
-0.22,4.07,31.39,20,0,18.4
38.65,7.91,18.26,0,0,6.36
1.55,3.92,16.26,32,0,23.61
12.33,3.58,13.21,5,0,212.67
30.83,5.2,18.26,32,0,29.81
28.74,6.58,18.26,20,0,3.63
59.61,6.44,17.17,0,0,282.37
38.84,8.15,17.72,126,0,0
38,2.03,17.17,3,0,0
12.33,3.42,25.7,20,0,673.76
12.6,4.8,16.26,16,0,301.37
12.88,3.47,16.26,43,0,270.61
22.33,13.39,25.7,6,0,576.87
9.48,3.27,28.46,56,0,825.52
5.42,2.99,25.7,24,0,24.12
6.56,4.25,25.7,25,0,9.68
14.5,11.54,25.7,6,0,325.62
12,4.57,25.7,9,0,259.26
16.28,7.71,25.7,44,0,197.14
10.57,3.59,28.46,0,0,1205.46
6,2.33,16.26,10,0,874.13
6.15,7.33,16.26,17,0,710.84
19.33,5.31,13.3,4,0,7.74
19.5,3.59,13.3,0,0,0
23.57,8.35,13.3,0,0,0
22.82,7.99,13.3,13,0,7.5
4.6,5.56,28.46,12,0,100.06
2.5,4.77,28.46,0,0,50.58
4.37,3.78,28.46,31,0,33.36
7.33,3.25,28.46,9,0,284.5
7.69,3.8,28.46,34,0,422.69
35,2.29,17.17,0,0,0
37.71,7.43,17.17,0,0,3.73
41,4.05,17.17,0,0,0
41.22,3.77,17.17,0,0,4.38
48.25,12.38,17.63,0,0,6.35
37.22,5.81,17.63,0,0,0
22.48,4.37,15.3,0,0,146.44
30.41,8.22,18.26,32,0,0
8.15,8.2,16.26,20,0,22.85
6.3,3.7,13.21,11,0,29.1
14.33,3.91,25.7,51,0,467.75
19.5,14.55,25.7,17,0,508.94
17.89,4.22,25.7,14,0,892.98
26.53,8.75,18.62,2,0,179.62
18.65,9.39,18.62,0,0,0
39.25,7.74,18.62,4,0,75.26
9.8,3.53,28.46,5,0,671.64
9.8,3.3,21.94,12,0,777.62
21.2,12.56,13.3,3,0,68.58
6.6,3.02,13.21,14,0,635.44
6.6,2.95,13.21,17,0,688.62
6.42,2.65,13.21,33,0,617.16
9.67,2.57,23.54,9,0,154.52
10.09,2.05,28.46,25,0,192.91
8,5.15,28.46,8,0,204.87
5.4,5.97,28.46,8,0,291.1
30.64,21.47,25.01,0,0,287.8
20.5,10.02,25.7,16,0,628.67
27.23,4.9,31.39,4,0,711.92
12.44,3.89,13.3,4,0,367.88
12.62,8.08,13.3,10,0,284.94
15,4.51,13.3,7,0,260.83
13.33,4.36,13.3,13,0,409.76
14.7,5.14,25.7,15,0,446.2
15.25,2.25,25.7,21,0,501.86
5.5,6.67,28.46,8,0,37.78
6.5,8.39,28.46,6,0,1.69
16.33,6.22,25.7,8,0,362.02
16.5,5.92,25.7,12,0,346.15
10.78,2.97,25.7,53,0,98.64
6,2.57,21.94,12,0,118.19
6.5,5.27,21.94,8,0,118.11
19.14,6.06,25.7,28,0,270.81
11,5.44,18.18,2,0,233.5
11.17,5.32,18.18,29,0,234.06
4.45,2.54,21.94,10,0,3.01
4,1.72,21.94,1,0,0
4,4.37,21.94,2,0,0
2,2.07,21.94,10,0,4.77
4.5,1.27,21.94,1,0,0
5,1.32,21.94,7,0,1.86
2,6.67,28.46,1,0,3.49
10.5,5.52,28.46,6,0,571.96
2,3.31,28.46,3,0,0
2,3.31,28.46,2,0,0
5.52,3.42,25.2,81,0,16.61
4.5,6.12,18.18,5,0,146.57
5.33,3.35,18.18,8,0,237.69
2.67,4.79,18.18,9,0,170.46
3.2,3.88,18.18,4,0,151.81
4,3.3,18.18,11,0,248.52
5,4.13,18.18,12,0,220.34
5.4,3.18,18.18,31,0,191.21
2.05,2.53,18.18,43,0,102.19
9.25,4.22,28.46,54,0,520.75
7.33,4.47,25.7,4,0,80.99
6,4.62,25.7,4,0,59.18
6.38,4.84,25.7,23,0,43.64
6,4.25,28.46,19,0,453.88
11.13,5.14,28.46,12,0,293.53
7.42,4.16,28.46,37,0,230.35
16.75,7.09,31.39,3,0,173.38
6.17,4.93,21.94,12,0,266.25
6.11,4.18,21.94,27,0,231.56
13.25,7.28,16.26,29,0,25.39
28.33,5.54,18.26,12,0,84.03
30.64,5.15,18.26,17,0,112.48
8,6.4,20.06,41,0,230.65
6,1.62,18.18,4,0,402.59
10,3.38,21.94,6,0,612.88
7.67,2.33,21.94,9,0,544.56
8.33,2.37,21.94,7,0,346.3
12,5.76,21.94,3,0,745.06
7.25,4.25,21.94,15,0,593.16
8.28,2.73,21.94,119,0,347.16
9,4.45,21.94,22,0,816.53
10,6.89,21.94,2,0,742.61
9.8,4.31,21.94,11,0,675.47
7.5,1.19,21.94,2,0,813.11
7.33,3.29,21.94,46,0,815.15
8.47,3.87,21.94,91,0,766.04
9.33,1.9,21.94,5,0,571.26
4.5,4.33,28.46,15,0,358.3
31.62,4.34,20.29,0,0,417.94
7.36,4.36,25.2,34,0,7.81
4,6.93,21.94,4,0,0
8,1.95,21.94,2,0,1005.51
13,10.57,21.94,2,0,925.46
6,2.36,21.94,2,0,905.15
11,3.44,21.94,2,0,656.6
5,0.81,21.94,3,0,235.48
7.63,3.77,21.94,82,0,367.55
0,0.02,20.06,0,0,5.18
0,0,21.94,0,0,0
0,0.04,20.06,0,0,4.87
0,0,21.94,0,0,0
0,0,21.94,0,0,8.32
0,0,21.94,0,0,0
0,0,21.94,0,0,0
0,0,21.94,0,0,8.97
31.5,4.59,16.54,0,0,131.22
30.8,6.32,16.54,0,0,7.94
30.5,6.05,16.54,0,0,81.87
24.5,1.96,16.54,0,0,852.46
12,2.1,22.48,0,0,3.44
11.29,2.88,22.48,0,0,11.4
11.38,3.78,23.24,0,0,262.28
11.38,3.79,23.24,10,0,131.19
8,3.95,23.24,0,0,364.42
14.8,12.12,16.54,0,0,416.17
9.5,6.95,16.54,0,0,0
21.08,4.2,16.54,0,0,5.66
20,4.63,16.12,21,0,7.16
9,4.2,16.54,0,0,0
17.28,4.68,15.09,67,0,18
9,6.39,15.09,0,0,0
20.23,5.58,16.54,0,0,5.1
11,5.72,16.54,0,0,0
20.33,3.67,16.54,0,0,650.16
21,3.69,16.54,0,0,636
25.4,3.41,16.12,0,0,818.54
25.31,5.94,16.54,0,0,500.25
25.33,1.58,16.54,0,0,0
25.8,3.54,16.54,0,0,3.03
26.25,3.04,16.54,0,0,6.33
21.95,6.8,16.54,0,0,5.66
27,1.28,16.54,0,0,0
28,4.11,16.54,0,0,0
27.75,6.31,16.54,0,0,5.36
12.5,6.9,15.09,0,0,175.78
21.43,2.64,15.09,0,0,74.6
22,4.85,15.09,0,0,3.89
18.8,6.53,15.09,0,0,0.21
25,3.51,16.54,0,0,9.19
25,5.32,16.54,0,0,0
25.76,3.64,16.54,0,0,3.15
25.39,4.52,16.54,33,0,2.02
8,4.14,21.94,15,0,489.24
6,2.92,21.94,2,0,258.28
3,5.85,21.94,2,0,17.27
2.67,4.28,21.94,5,0,0
5,4.73,12.41,2,0,0
4.33,3.11,13.21,33,0,5.91
3.86,4.95,13.21,36,0,4.42
5,2.72,13.21,1,0,0
8.9,3.4,18.18,27,0,429.33
7,2.1,18.18,2,0,545.12
7.87,4.43,10.33,6,0,459.12
41,9.7,18.26,0,0,146.65
59.8,14.07,14.96,0,0,76.78
65.17,13.55,14.96,0,0,124.63
66,12.44,14.96,0,0,121.55
16.58,9.17,15.09,17,0,35.61
1622,1.28,14.04,0,0,9.57
10.14,3.28,22.48,0,0,51.72
11.2,3.51,22.48,0,0,10.97
9,2.07,22.48,0,0,10.97
11.5,2.46,22.48,0,0,7.79
6,2.25,22.48,0,0,7.33
5,2.25,22.48,0,0,25.6
6.5,1.31,22.48,0,0,19.55
9.17,2.45,22.48,0,0,6.95
5.67,4.38,22.48,0,0,154.26
8,4.2,22.48,0,0,6.79
12.43,3.93,22.48,0,0,103.94
11.29,3.42,22.48,3,0,203.81
11.31,2.6,22.48,0,0,7.91
10,3.03,22.48,0,0,8.59
10.33,3.93,22.48,0,0,29.53
9.14,2.8,22.48,0,0,82.23
8,2.56,22.48,0,0,98.94
9,3.6,22.48,0,0,0
11.29,3.66,22.48,3,0,57.5
14,2.47,22.48,0,0,75.96
9.62,3.27,22.48,2,0,83.83
10.69,3.47,22.48,81,0,22.13
9,2.58,22.48,0,0,75.55
10,2.24,22.48,0,0,247.22
3.5,3.23,22.48,0,1,208.03
7.11,4.57,22.48,0,0,71.43
10.17,4.92,22.48,0,0,67.91
11.2,5.87,22.48,0,0,210.15
12,1.92,22.48,5,0,229
11.47,3.14,22.48,0,0,166.09
7.25,4.55,22.48,0,0,220.34
12,2.36,22.48,0,0,147.59
13,2.98,22.48,0,0,173.79
13,4.19,22.48,0,0,180.94
12,3.31,22.48,0,0,50.99
8.36,4.02,22.48,0,0,20.77
8,3.17,22.48,0,0,2.32
11.67,3.28,22.48,0,0,63.52
11.33,2.57,22.48,0,0,85.68
5.75,5.05,22.48,0,0,3.56
3.33,3.44,22.48,0,0,44.73
5.5,5.52,22.48,0,0,63.33
9,1.62,22.48,0,0,1.38
7.83,6.12,22.48,0,0,7.19
4.33,6.74,22.48,0,0,6.78
5.5,4.57,22.48,0,0,150.17
3.5,5.17,22.48,0,0,180.95
9.53,3.85,22.48,0,0,6.15
9.75,1.64,22.48,0,0,96.46
12.67,6.6,22.48,0,0,31.53
11.5,5.05,22.48,0,0,117.37
11.42,3.66,22.48,0,0,127.88
12,3.27,22.48,0,0,70.74
8,1.99,22.48,0,0,40.17
7.67,1.81,22.48,0,0,41.67
5.8,3.71,22.48,0,0,42.43
9.88,1.73,22.48,0,0,29.31
9,1.77,22.48,0,0,14.3
12.4,3.61,22.48,0,0,4.18
11.5,3.76,22.48,0,0,17.4
13.2,3.06,22.48,0,0,8.3
11,4.82,22.48,0,0,26.67
12.33,3.17,22.48,0,0,46.2
7.71,3.71,13.71,0,0,453.16
27,9.33,33.82,0,0,1.89
11,2.56,22.48,3,0,7.62
11.5,2.07,22.48,0,0,2.73
11.2,4.62,22.48,0,0,82.81
12,3.1,22.48,0,0,163.8
10.4,2.6,22.48,0,0,83.03
13.5,3.6,22.48,0,0,91.13
11.92,4,22.48,0,0,46.83
13.33,2,22.48,0,0,108.29
11.15,6.22,22.48,0,0,39.01
10.67,9.1,22.48,0,0,1.71
8.8,8.73,22.48,0,0,13.89
5,1.73,22.48,0,0,25.09
5.13,3.12,22.48,0,0,5.68
4.5,3.27,22.48,0,0,19.6
4.67,3.71,22.48,0,0,54.78
9.75,6.66,22.48,0,0,17.02
3.85,4.76,22.48,0,0,82.75
10.13,2.39,22.48,4,0,131.44
13.82,2.7,22.48,0,0,258.09
11.67,5.51,22.48,0,0,311.39
12,3.96,22.48,0,0,344.56
10.73,3.05,22.48,0,0,365.11
12,8.35,22.48,0,0,249.69
11.8,8.85,22.48,0,0,127.37
13,2.51,22.48,0,0,133.29
13.5,6.14,22.48,0,0,330.1
14.6,6.2,22.48,0,0,249.74
10.15,3.76,22.48,2,0,303.17
3.71,5.37,21.94,53,0,4.85
5.36,3.81,16.78,36,0,15.79
10.67,1.98,22.48,0,0,448.72
9.5,4.34,22.48,0,0,304.2
7.22,4.41,22.48,0,0,311.09
10,3.57,22.48,0,0,369.62
9.8,3.54,22.48,0,0,297.07
11,1.51,22.48,0,0,287.91
11.75,2.92,22.48,0,0,409.07
9.94,2.79,22.48,0,0,362.68
8,5.58,22.48,0,0,56
6,5.29,22.48,0,0,0
13,0.86,22.48,1,0,43.06
12.6,1.36,22.48,0,0,98.83
